,Value,Years,Crime,State
389,1689,2006,CRUELTY BY HUSBAND OR RELATIVES,Bihar
390,1635,2007,CRUELTY BY HUSBAND OR RELATIVES,Bihar
391,1992,2008,CRUELTY BY HUSBAND OR RELATIVES,Bihar
392,2532,2009,CRUELTY BY HUSBAND OR RELATIVES,Bihar
393,2271,2010,CRUELTY BY HUSBAND OR RELATIVES,Bihar
394,2607,2011,CRUELTY BY HUSBAND OR RELATIVES,Bihar
395,3686,2012,CRUELTY BY HUSBAND OR RELATIVES,Bihar
396,29,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
397,10,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
398,9,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
399,24,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
400,28,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
401,13,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
402,27,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
403,39,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
404,40,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
405,24,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
406,23,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
407,35,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Bihar
408,3,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
409,1,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
410,1,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
411,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
412,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
413,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
414,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
415,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
416,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
417,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
418,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
419,5,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Bihar
420,5356,2001,TOTAL CRIMES AGAINST WOMEN,Bihar
421,5743,2002,TOTAL CRIMES AGAINST WOMEN,Bihar
422,5900,2003,TOTAL CRIMES AGAINST WOMEN,Bihar
423,8091,2004,TOTAL CRIMES AGAINST WOMEN,Bihar
424,6019,2005,TOTAL CRIMES AGAINST WOMEN,Bihar
425,6740,2006,TOTAL CRIMES AGAINST WOMEN,Bihar
426,7548,2007,TOTAL CRIMES AGAINST WOMEN,Bihar
427,8662,2008,TOTAL CRIMES AGAINST WOMEN,Bihar
428,8803,2009,TOTAL CRIMES AGAINST WOMEN,Bihar
429,8471,2010,TOTAL CRIMES AGAINST WOMEN,Bihar
430,10231,2011,TOTAL CRIMES AGAINST WOMEN,Bihar
431,11229,2012,TOTAL CRIMES AGAINST WOMEN,Bihar
432,959,2001,RAPE,Chhattisgarh
433,992,2002,RAPE,Chhattisgarh
434,898,2003,RAPE,Chhattisgarh
435,969,2004,RAPE,Chhattisgarh
436,990,2005,RAPE,Chhattisgarh
437,995,2006,RAPE,Chhattisgarh
438,982,2007,RAPE,Chhattisgarh
439,978,2008,RAPE,Chhattisgarh
440,976,2009,RAPE,Chhattisgarh
441,1012,2010,RAPE,Chhattisgarh
442,1053,2011,RAPE,Chhattisgarh
443,1034,2012,RAPE,Chhattisgarh
444,171,2001,KIDNAPPING & ABDUCTION,Chhattisgarh
445,154,2002,KIDNAPPING & ABDUCTION,Chhattisgarh
446,149,2003,KIDNAPPING & ABDUCTION,Chhattisgarh
447,174,2004,KIDNAPPING & ABDUCTION,Chhattisgarh
448,184,2005,KIDNAPPING & ABDUCTION,Chhattisgarh
449,178,2006,KIDNAPPING & ABDUCTION,Chhattisgarh
450,181,2007,KIDNAPPING & ABDUCTION,Chhattisgarh
451,216,2008,KIDNAPPING & ABDUCTION,Chhattisgarh
452,229,2009,KIDNAPPING & ABDUCTION,Chhattisgarh
453,279,2010,KIDNAPPING & ABDUCTION,Chhattisgarh
454,365,2011,KIDNAPPING & ABDUCTION,Chhattisgarh
455,350,2012,KIDNAPPING & ABDUCTION,Chhattisgarh
456,70,2001,DOWRY DEATH,Chhattisgarh
457,85,2002,DOWRY DEATH,Chhattisgarh
458,79,2003,DOWRY DEATH,Chhattisgarh
459,71,2004,DOWRY DEATH,Chhattisgarh
460,100,2005,DOWRY DEATH,Chhattisgarh
461,103,2006,DOWRY DEATH,Chhattisgarh
462,100,2007,DOWRY DEATH,Chhattisgarh
463,106,2008,DOWRY DEATH,Chhattisgarh
464,128,2009,DOWRY DEATH,Chhattisgarh
465,115,2010,DOWRY DEATH,Chhattisgarh
466,104,2011,DOWRY DEATH,Chhattisgarh
467,81,2012,DOWRY DEATH,Chhattisgarh
468,1763,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
469,1483,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
470,1481,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
471,1661,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
472,1450,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
473,1598,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
474,1549,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
475,1621,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
476,1598,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
477,1706,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
478,1654,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
479,1601,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chhattisgarh
480,161,2001,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
481,147,2002,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
482,105,2003,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
483,131,2004,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
484,132,2005,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
485,143,2006,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
486,111,2007,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
487,125,2008,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
488,152,2009,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
489,182,2010,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
490,174,2011,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
491,162,2012,INSULT TO THE MODESTY OF WOMEN,Chhattisgarh
492,840,2001,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
493,653,2002,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
494,601,2003,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
495,741,2004,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
496,732,2005,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
497,717,2006,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
498,824,2007,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
499,897,2008,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
500,893,2009,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
501,861,2010,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
502,834,2011,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
503,980,2012,CRUELTY BY HUSBAND OR RELATIVES,Chhattisgarh
504,12,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
505,12,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
506,7,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
507,9,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
508,6,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
509,13,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
510,14,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
511,4,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
512,9,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
513,12,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
514,15,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
515,5,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Chhattisgarh
516,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
517,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
518,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
519,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
520,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
521,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
522,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
523,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
524,1,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
525,1,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
526,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
527,1,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chhattisgarh
528,3989,2001,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
529,3538,2002,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
530,3336,2003,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
531,3763,2004,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
532,3599,2005,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
533,3757,2006,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
534,3775,2007,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
535,3962,2008,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
536,4002,2009,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
537,4176,2010,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
538,4219,2011,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
539,4228,2012,TOTAL CRIMES AGAINST WOMEN,Chhattisgarh
540,12,2001,RAPE,Goa
541,12,2002,RAPE,Goa
542,31,2003,RAPE,Goa
543,37,2004,RAPE,Goa
544,20,2005,RAPE,Goa
545,21,2006,RAPE,Goa
546,20,2007,RAPE,Goa
547,30,2008,RAPE,Goa
548,47,2009,RAPE,Goa
549,36,2010,RAPE,Goa
550,29,2011,RAPE,Goa
551,55,2012,RAPE,Goa
552,6,2001,KIDNAPPING & ABDUCTION,Goa
553,5,2002,KIDNAPPING & ABDUCTION,Goa
554,13,2003,KIDNAPPING & ABDUCTION,Goa
555,10,2004,KIDNAPPING & ABDUCTION,Goa
556,12,2005,KIDNAPPING & ABDUCTION,Goa
557,10,2006,KIDNAPPING & ABDUCTION,Goa
558,7,2007,KIDNAPPING & ABDUCTION,Goa
559,28,2008,KIDNAPPING & ABDUCTION,Goa
560,22,2009,KIDNAPPING & ABDUCTION,Goa
561,18,2010,KIDNAPPING & ABDUCTION,Goa
562,17,2011,KIDNAPPING & ABDUCTION,Goa
563,16,2012,KIDNAPPING & ABDUCTION,Goa
564,2,2001,DOWRY DEATH,Goa
565,2,2002,DOWRY DEATH,Goa
566,2,2003,DOWRY DEATH,Goa
567,2,2004,DOWRY DEATH,Goa
568,2,2005,DOWRY DEATH,Goa
569,0,2006,DOWRY DEATH,Goa
570,2,2007,DOWRY DEATH,Goa
571,2,2008,DOWRY DEATH,Goa
572,3,2009,DOWRY DEATH,Goa
573,1,2010,DOWRY DEATH,Goa
574,1,2011,DOWRY DEATH,Goa
575,0,2012,DOWRY DEATH,Goa
576,17,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
577,18,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
578,19,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
579,23,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
580,30,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
581,18,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
582,20,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
583,32,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
584,37,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
585,36,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
586,29,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
587,49,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Goa
588,7,2001,INSULT TO THE MODESTY OF WOMEN,Goa
589,6,2002,INSULT TO THE MODESTY OF WOMEN,Goa
590,7,2003,INSULT TO THE MODESTY OF WOMEN,Goa
591,15,2004,INSULT TO THE MODESTY OF WOMEN,Goa
592,8,2005,INSULT TO THE MODESTY OF WOMEN,Goa
593,7,2006,INSULT TO THE MODESTY OF WOMEN,Goa
594,7,2007,INSULT TO THE MODESTY OF WOMEN,Goa
595,12,2008,INSULT TO THE MODESTY OF WOMEN,Goa
596,10,2009,INSULT TO THE MODESTY OF WOMEN,Goa
597,16,2010,INSULT TO THE MODESTY OF WOMEN,Goa
598,12,2011,INSULT TO THE MODESTY OF WOMEN,Goa
599,16,2012,INSULT TO THE MODESTY OF WOMEN,Goa
600,11,2001,CRUELTY BY HUSBAND OR RELATIVES,Goa
601,8,2002,CRUELTY BY HUSBAND OR RELATIVES,Goa
602,24,2003,CRUELTY BY HUSBAND OR RELATIVES,Goa
603,17,2004,CRUELTY BY HUSBAND OR RELATIVES,Goa
604,11,2005,CRUELTY BY HUSBAND OR RELATIVES,Goa
605,14,2006,CRUELTY BY HUSBAND OR RELATIVES,Goa
606,14,2007,CRUELTY BY HUSBAND OR RELATIVES,Goa
607,12,2008,CRUELTY BY HUSBAND OR RELATIVES,Goa
608,21,2009,CRUELTY BY HUSBAND OR RELATIVES,Goa
609,17,2010,CRUELTY BY HUSBAND OR RELATIVES,Goa
610,18,2011,CRUELTY BY HUSBAND OR RELATIVES,Goa
611,24,2012,CRUELTY BY HUSBAND OR RELATIVES,Goa
612,28,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
613,25,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
614,25,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
615,28,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
616,38,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
617,26,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
618,10,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
619,14,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
620,23,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
621,16,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
622,18,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
623,40,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Goa
624,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
625,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
626,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
627,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
628,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
629,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
630,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
631,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
632,1,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
633,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
634,3,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
635,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Goa
636,83,2001,TOTAL CRIMES AGAINST WOMEN,Goa
637,76,2002,TOTAL CRIMES AGAINST WOMEN,Goa
638,121,2003,TOTAL CRIMES AGAINST WOMEN,Goa
639,132,2004,TOTAL CRIMES AGAINST WOMEN,Goa
640,121,2005,TOTAL CRIMES AGAINST WOMEN,Goa
641,96,2006,TOTAL CRIMES AGAINST WOMEN,Goa
642,80,2007,TOTAL CRIMES AGAINST WOMEN,Goa
643,130,2008,TOTAL CRIMES AGAINST WOMEN,Goa
644,164,2009,TOTAL CRIMES AGAINST WOMEN,Goa
645,140,2010,TOTAL CRIMES AGAINST WOMEN,Goa
646,127,2011,TOTAL CRIMES AGAINST WOMEN,Goa
647,200,2012,TOTAL CRIMES AGAINST WOMEN,Goa
648,286,2001,RAPE,Gujarat
649,267,2002,RAPE,Gujarat
650,236,2003,RAPE,Gujarat
651,339,2004,RAPE,Gujarat
652,324,2005,RAPE,Gujarat
653,354,2006,RAPE,Gujarat
654,316,2007,RAPE,Gujarat
655,374,2008,RAPE,Gujarat
656,433,2009,RAPE,Gujarat
657,408,2010,RAPE,Gujarat
658,439,2011,RAPE,Gujarat
659,473,2012,RAPE,Gujarat
660,857,2001,KIDNAPPING & ABDUCTION,Gujarat
661,807,2002,KIDNAPPING & ABDUCTION,Gujarat
662,859,2003,KIDNAPPING & ABDUCTION,Gujarat
663,905,2004,KIDNAPPING & ABDUCTION,Gujarat
664,916,2005,KIDNAPPING & ABDUCTION,Gujarat
665,945,2006,KIDNAPPING & ABDUCTION,Gujarat
666,1089,2007,KIDNAPPING & ABDUCTION,Gujarat
667,1119,2008,KIDNAPPING & ABDUCTION,Gujarat
668,1162,2009,KIDNAPPING & ABDUCTION,Gujarat
669,1290,2010,KIDNAPPING & ABDUCTION,Gujarat
670,1442,2011,KIDNAPPING & ABDUCTION,Gujarat
671,1527,2012,KIDNAPPING & ABDUCTION,Gujarat
672,67,2001,DOWRY DEATH,Gujarat
673,62,2002,DOWRY DEATH,Gujarat
674,54,2003,DOWRY DEATH,Gujarat
675,58,2004,DOWRY DEATH,Gujarat
676,48,2005,DOWRY DEATH,Gujarat
677,50,2006,DOWRY DEATH,Gujarat
678,42,2007,DOWRY DEATH,Gujarat
679,27,2008,DOWRY DEATH,Gujarat
680,24,2009,DOWRY DEATH,Gujarat
681,19,2010,DOWRY DEATH,Gujarat
682,30,2011,DOWRY DEATH,Gujarat
683,21,2012,DOWRY DEATH,Gujarat
684,756,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
685,750,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
686,722,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
687,757,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
688,802,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
689,736,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
690,822,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
691,828,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
692,727,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
693,668,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
694,685,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
695,745,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Gujarat
696,111,2001,INSULT TO THE MODESTY OF WOMEN,Gujarat
697,104,2002,INSULT TO THE MODESTY OF WOMEN,Gujarat
698,92,2003,INSULT TO THE MODESTY OF WOMEN,Gujarat
699,164,2004,INSULT TO THE MODESTY OF WOMEN,Gujarat
700,104,2005,INSULT TO THE MODESTY OF WOMEN,Gujarat
701,138,2006,INSULT TO THE MODESTY OF WOMEN,Gujarat
702,120,2007,INSULT TO THE MODESTY OF WOMEN,Gujarat
703,122,2008,INSULT TO THE MODESTY OF WOMEN,Gujarat
704,114,2009,INSULT TO THE MODESTY OF WOMEN,Gujarat
705,110,2010,INSULT TO THE MODESTY OF WOMEN,Gujarat
706,93,2011,INSULT TO THE MODESTY OF WOMEN,Gujarat
707,93,2012,INSULT TO THE MODESTY OF WOMEN,Gujarat
708,3667,2001,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
709,3321,2002,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
710,3684,2003,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
711,3955,2004,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
712,4090,2005,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
713,4977,2006,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
714,5827,2007,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
715,6094,2008,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
716,5506,2009,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
717,5600,2010,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
718,6052,2011,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
719,6658,2012,CRUELTY BY HUSBAND OR RELATIVES,Gujarat
720,61,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
721,57,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
722,74,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
723,33,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
724,59,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
725,78,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
726,44,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
727,52,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
728,41,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
729,46,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
730,46,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
731,44,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Gujarat
732,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
733,4,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
734,14,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
735,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
736,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
737,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
738,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
739,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
740,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
741,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
742,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
743,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Gujarat
744,5805,2001,TOTAL CRIMES AGAINST WOMEN,Gujarat
745,5373,2002,TOTAL CRIMES AGAINST WOMEN,Gujarat
746,5735,2003,TOTAL CRIMES AGAINST WOMEN,Gujarat
747,6211,2004,TOTAL CRIMES AGAINST WOMEN,Gujarat
748,6343,2005,TOTAL CRIMES AGAINST WOMEN,Gujarat
749,7279,2006,TOTAL CRIMES AGAINST WOMEN,Gujarat
750,8260,2007,TOTAL CRIMES AGAINST WOMEN,Gujarat
751,8616,2008,TOTAL CRIMES AGAINST WOMEN,Gujarat
752,8009,2009,TOTAL CRIMES AGAINST WOMEN,Gujarat
753,8148,2010,TOTAL CRIMES AGAINST WOMEN,Gujarat
754,8815,2011,TOTAL CRIMES AGAINST WOMEN,Gujarat
755,9561,2012,TOTAL CRIMES AGAINST WOMEN,Gujarat
756,398,2001,RAPE,Haryana
757,361,2002,RAPE,Haryana
758,353,2003,RAPE,Haryana
759,386,2004,RAPE,Haryana
760,461,2005,RAPE,Haryana
761,608,2006,RAPE,Haryana
762,488,2007,RAPE,Haryana
763,631,2008,RAPE,Haryana
764,603,2009,RAPE,Haryana
765,720,2010,RAPE,Haryana
766,733,2011,RAPE,Haryana
767,668,2012,RAPE,Haryana
768,297,2001,KIDNAPPING & ABDUCTION,Haryana
769,290,2002,KIDNAPPING & ABDUCTION,Haryana
770,271,2003,KIDNAPPING & ABDUCTION,Haryana
771,292,2004,KIDNAPPING & ABDUCTION,Haryana
772,344,2005,KIDNAPPING & ABDUCTION,Haryana
773,431,2006,KIDNAPPING & ABDUCTION,Haryana
774,554,2007,KIDNAPPING & ABDUCTION,Haryana
775,644,2008,KIDNAPPING & ABDUCTION,Haryana
776,659,2009,KIDNAPPING & ABDUCTION,Haryana
777,714,2010,KIDNAPPING & ABDUCTION,Haryana
778,733,2011,KIDNAPPING & ABDUCTION,Haryana
779,900,2012,KIDNAPPING & ABDUCTION,Haryana
780,285,2001,DOWRY DEATH,Haryana
781,256,2002,DOWRY DEATH,Haryana
782,222,2003,DOWRY DEATH,Haryana
783,251,2004,DOWRY DEATH,Haryana
784,212,2005,DOWRY DEATH,Haryana
785,255,2006,DOWRY DEATH,Haryana
786,269,2007,DOWRY DEATH,Haryana
787,302,2008,DOWRY DEATH,Haryana
788,281,2009,DOWRY DEATH,Haryana
789,284,2010,DOWRY DEATH,Haryana
790,255,2011,DOWRY DEATH,Haryana
791,258,2012,DOWRY DEATH,Haryana
792,478,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Haryana
793,454,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Haryana
794,344,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Haryana
795,403,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Haryana
796,380,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Haryana
